"geneID","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","Count","SYMBOL"
"388585/374946/54361/2048/5453/6513/63950/431707/22911/3738/7482/4808/477/7143/493/6900/5629/89780/10718/2018/664/25987/1813/9638/84623/3736/196500/54407/2735/3747/317/5992/64211/219409/9201/5101/5457/26050/1638/6656/2290/6751/51199/652/5015/145258/64919/8854/7026/3480/54820/146760/8851/3975/9001/9241/1000/1943/5802/4854/3398/238/25806/2736/4929/10716/57282/4036/1745/1746/285025/4760/8828/8941/2637/6754/2691/54149/7477/7476/5915/7474/5449/5361/66000/7545/6657/9353/306/474/51176/5308/63973/79625/23657/6531/6715/2255/3670/23440/5307/4762/1812/266727/5454/59336/7101/2692/3624/2737/1956/1749/93986/389549/5078/6608/6469/137814/4747/2260/4915/9355/8022/170302/190/7547/2316","GO:0030900","forebrain development","127/4017","411/18434",0.309002433090024,1.41801116544225,4.52383472677611,8.80077722910408e-06,0.000274366498358874,0.000215793338569296,127,NA
"388585/4237/2048/57822/1296/6121/7482/23418/493/5629/7483/5950/5076/5309/11023/7275/10083/57084/24147/11145/57010/25987/120114/1410/1813/5818/8076/144165/362/94/5916/283375/11081/121643/51761/4081/341640/10253/84189/6656/6297/652/4990/64919/54567/8854/64220/1543/30812/170692/4094/2303/22899/84440/3975/3859/6662/54549/284217/718/80714/7040/10848/3982/6664/25806/1745/1746/4760/7855/1421/7475/3549/182/631/30813/655/79444/1826/7477/9997/491/7476/5915/7474/22989/25945/5523/668/6657/57110/8842/3791/658/5308/10252/23657/2823/55714/6531/2255/2201/7020/7287/7021/7101/2697/221935/7291/3624/2737/1956/2792/43/23554/5078/155051/6469/793/6505/4915/9355/1289/357/4693","GO:0150063","visual system development","125/4017","418/18434",0.299043062200957,1.37230764466329,4.06417487091464,5.48964361178759e-05,0.00114094036302719,0.000897366593657736,125,NA
"388585/4237/2048/57822/1296/6121/7482/23418/493/5629/7483/5950/5076/5309/11023/7275/10083/57084/24147/11145/57010/25987/120114/1410/1813/5818/8076/144165/362/94/5916/283375/11081/121643/51761/4081/341640/10253/84189/6656/6297/652/4990/64919/54567/8854/64220/1543/30812/170692/4094/2303/22899/84440/3975/3859/6662/54549/284217/80714/7040/10848/3982/6664/25806/1745/1746/4760/7855/1421/7475/3549/182/631/30813/655/79444/1826/7477/9997/491/7476/5915/7474/22989/25945/5523/668/6657/57110/8842/3791/658/5308/10252/23657/2823/55714/6531/2255/2201/7020/7287/7021/7101/2697/221935/7291/3624/2737/1956/2792/43/23554/5078/155051/6469/793/6505/4915/9355/1289/357/4693","GO:0001654","eye development","124/4017","414/18434",0.29951690821256,1.37448212247706,4.06785388599826,5.43217950387711e-05,0.00113922870569657,0.000896020349666321,124,NA
"388585/4237/2048/57822/1296/6121/7482/23418/493/5629/7483/5950/5076/5309/11023/7275/10083/57084/24147/11145/57010/25987/120114/1410/1813/5818/8076/144165/362/94/5916/283375/11081/121643/51761/4081/341640/5457/10253/84189/6656/6297/652/4990/64919/54567/8854/64220/1543/30812/170692/4094/2303/22899/84440/124842/3975/3859/6662/54549/284217/718/80714/7040/10848/3982/6664/25806/1745/1746/4760/7855/1421/7475/3549/182/631/30813/655/79444/1826/7477/9997/491/7476/5915/7474/22989/25945/5523/668/6657/57110/8842/8929/3791/658/5308/10252/23657/2823/55714/6531/2255/3670/2201/7020/80736/7287/7021/7101/2697/221935/7291/3624/2737/1956/2792/43/23554/5078/155051/6469/793/6505/4915/9355/1289/357/4693","GO:0048880","sensory system development","130/4017","425/18434",0.305882352941176,1.40369312773653,4.44439346599916,1.20483746593871e-05,0.000345348672701293,0.000271621876207384,130,NA
"388585/431707/4808/6900/5629/1813/64211/6656/2290/64919/10716/57282/1745/1746/8828/2637/54149/7474/5361/9353/79625/23440/1812/7101/3624/1749/170302","GO:0021879","forebrain neuron differentiation","27/4017","75/18434",0.36,1.65203883495146,2.98669628475299,0.00340180825714517,0.0286271696333653,0.022515695414435,27,NA
"388585/431707/4808/6900/5629/89780/1813/64211/1638/6656/2290/64919/10716/57282/1745/1746/8828/2637/54149/7474/5361/9353/51176/79625/23440/1812/7101/3624/2737/1749/2260/170302","GO:0021872","forebrain generation of neurons","32/4017","84/18434",0.380952380952381,1.74818924333487,3.62781011201539,0.000495568483635296,0.00658724876709071,0.00518096929450064,32,NA
"388585/4610/64072/3784/10083/25987/84189/652/3714/2558/124590/5205/182/27443/5357/389207/474/84059/100127206/643226/2561/4646/1687/26281/2260/117531/286262","GO:0060113","inner ear receptor cell differentiation","27/4017","70/18434",0.385714285714286,1.77004160887656,3.40714839201858,0.00105998243027404,0.0118312707451868,0.00930547070758476,27,NA
"388585/4610/64072/3784/10083/25987/84189/652/3714/2558/124842/124590/5205/4909/182/27443/5357/389207/474/84059/100127206/643226/2561/80736/4646/1687/26281/2260/117531/4915/286262","GO:0042490","mechanoreceptor differentiation","31/4017","75/18434",0.413333333333333,1.89678532901834,4.1077697628232,0.000107741950658987,0.00193048541724787,0.00151835554172639,31,NA
"388585/4610/64072/3784/10083/84189/652/3714/124842/1747/182/5357/389207/474/5308/100127206/643226/80736/4646/1687/26281/2260/117531/286262","GO:0035315","hair cell differentiation","24/4017","58/18434",0.413793103448276,1.89889521258788,3.61917056660548,0.000611822072929381,0.00772505197719602,0.0060758684706469,24,NA
"388585/4610/64072/3784/10083/84189/652/3714/182/5357/389207/474/100127206/643226/4646/1687/26281/2260/117531/286262","GO:0042491","inner ear auditory receptor cell differentiation","20/4017","50/18434",0.4,1.83559870550162,3.12301617220205,0.00274982834855893,0.0245797297672082,0.0193323236594983,20,NA
"388585/5076/6495/51804/30812/79191/6928/9241/6662/7475/79192/2668","GO:0072079","nephron tubule formation","12/4017","20/18434",0.6,2.75339805825243,4.14126410303497,0.000240175873848816,0.00364970775135085,0.00287054952108648,12,NA
"388585/5293/54361/57822/57216/5629/5076/133/2348/144165/5916/317/652/6495/51804/56963/30812/79191/1856/6928/8557/9241/6662/7040/4036/7475/57167/655/27443/9620/131405/7474/6423/79192/2668/2255/5754/7291/23242/5420/6422/8323/9355","GO:0072175","epithelial tube formation","43/4017","134/18434",0.32089552238806,1.47258851374197,2.89815423642431,0.00361364122008892,0.0301037218995838,0.0236770257700186,43,NA
"388585/5293/56998/54361/57822/4070/7482/57216/5629/89780/183/6262/2658/5076/133/55366/187/2348/144165/94/5916/8549/317/121643/10253/652/6495/51804/51676/342184/54567/1512/56963/30812/79191/65009/2303/1856/9423/9955/9953/3975/6928/8557/65266/9241/6662/284217/7040/10736/344022/2736/4036/3237/7475/3549/2043/2637/57167/655/27443/9620/131405/7474/846/9353/3791/3627/51176/10252/6423/9464/79192/170690/2668/2255/2246/2908/1482/4488/7124/5754/5314/2045/2697/64065/2099/25928/7291/3207/57057/2737/23242/6608/5420/6469/64478/2626/4824/6422/2138/8323/9788/3371/9355/5613/4435/7547","GO:0060562","epithelial tube morphogenesis","108/4017","337/18434",0.320474777448071,1.470657716574,4.60286586352532,6.97203727224186e-06,0.000224291922460206,0.000176408938596086,108,NA
"388585/5293/5909/2810/1296/4070/84432/406988/3664/5629/89780/10000/240/2658/387695/5076/6934/3265/81285/796/55366/187/406919/595/282679/1813/335/387837/6489/7480/94/3849/2735/55801/8549/3651/1602/1910/283/5587/26257/652/6495/51804/64919/442909/54567/8854/7026/26471/64127/1001/79152/1012/6928/2064/406943/406902/4804/9241/350/5578/6662/2627/1823/5268/116844/3249/7040/634/2524/11202/6664/3398/6868/130120/5068/2191/8324/8828/100423036/151306/3549/406941/182/598/8200/6899/7494/51738/5468/7476/7474/60675/84666/51208/51146/185/6657/8626/9076/9982/8929/3791/54959/255324/2069/4825/6423/7424/2255/10468/4163/2246/6690/406938/1482/114821/7124/5314/3605/135228/2099/7291/1956/10344/6369/3082/1750/1749/858/857/3952/6608/5764/6469/2267/4824/137814/2260/6422/6591/2138/3037/9788/57152/7010/407019/406913/5613/170302/9104/2833/64102/8862/5365","GO:0050673","epithelial cell proliferation","156/4017","488/18434",0.319672131147541,1.46697437529842,5.51862148332542,8.42060481939429e-08,5.82414823566921e-06,4.58077935759349e-06,156,NA
"388585/5293/5909/2810/4070/84432/406988/3664/5629/89780/10000/240/2658/387695/5076/6934/3265/187/406919/595/282679/1813/6489/7480/94/2735/55801/3651/1910/283/5587/26257/652/6495/51804/64919/442909/54567/8854/7026/26471/64127/1001/79152/1012/2064/406943/406902/4804/9241/350/5578/6662/2627/1823/5268/116844/3249/7040/634/2524/6664/6868/130120/5068/8324/8828/100423036/151306/3549/406941/182/8200/6899/7494/51738/5468/7476/7474/51146/185/6657/8626/9076/9982/8929/3791/54959/255324/2069/6423/7424/2255/4163/2246/6690/406938/1482/114821/7124/5314/135228/7291/1956/10344/6369/1750/1749/858/857/3952/6608/5764/6469/4824/137814/2260/6422/6591/2138/3037/9788/57152/7010/407019/406913/170302/9104/2833/64102/8862/5365","GO:0050678","regulation of epithelial cell proliferation","132/4017","410/18434",0.321951219512195,1.47743310442813,5.16048293413582,5.30165188912143e-07,2.6720325521172e-05,2.10159341113507e-05,132,NA
"388585/54361/5076/55366/652/342184/30812/3975/6662/10736/3976/2668/6608","GO:0072273","metanephric nephron morphogenesis","13/4017","24/18434",0.541666666666667,2.48570658036677,3.84435293484499,0.000524331443458139,0.00679048516067415,0.00534081774594237,13,NA
"388585/54361/5076/55366/652/342184/30812/3975/6662/2302/10736/3976/7477/10409/2668/2255/6608/793","GO:0003338","metanephros morphogenesis","18/4017","31/18434",0.580645161290323,2.66457876605074,4.89612348221692,1.24918170257153e-05,0.000354697227096367,0.00027897465351721,18,NA
"388585/54361/57822/7482/57216/5076/133/2348/144165/5916/317/3651/5100/652/6495/51804/3714/8854/56963/30812/79191/1856/6928/9241/6662/7040/6664/4036/7475/57167/655/27443/7477/9620/131405/7474/8626/6423/7424/79192/2668/2255/7020/5754/9096/7291/23242/6469/6422/8323/9355","GO:0016331","morphogenesis of embryonic epithelium","51/4017","149/18434",0.342281879194631,1.57073043591581,3.69222503998136,0.000311417574822076,0.00454940457131381,0.00357817447399177,51,NA
"388585/54361/7827/5076/55366/359/3227/652/6495/51804/342184/1512/30812/79191/2303/3975/6928/6662/2302/10736/655/3976/7477/9370/10252/79192/10409/2668/2255/7021/3207/2737/6608/231/6469/4824/2138/793/392255/4435","GO:0001656","metanephros development","40/4017","93/18434",0.43010752688172,1.97376204892647,4.96928941971416,3.60121725227973e-06,0.000128118599657575,0.00010076718738732,40,NA
"388585/54361/7827/5076/55366/652/342184/30812/3975/6662/10736/3976/9370/79192/2668/7021/6608","GO:0072210","metanephric nephron development","17/4017","41/18434",0.414634146341463,1.9027547557029,3.05454766196517,0.00359265912835451,0.0300116055363095,0.023604574877921,17,NA
"388585/54626/56998/1952/7482/10637/7044/89780/3087/56165/2018/60529/144165/5916/3229/3227/1045/5100/652/5015/8854/7026/5046/2303/84667/3975/6928/8557/3215/3213/3216/3218/3219/9241/8313/10683/343930/10736/2019/653275/55997/3239/3236/3235/3234/4760/7855/2637/55502/6939/3170/6899/6997/7474/5523/51176/6423/391723/10409/4762/7478/1044/4488/134701/9096/6862/3955/3201/3204/3206/3207/2737/23242/389549/6608/6469/2626/4824/6422/23462/10655/1046/92129/6998/7547","GO:0009952","anterior/posterior pattern specification","85/4017","219/18434",0.388127853881279,1.78111746538399,6.13811889347435,7.2896706736006e-09,6.58028779610992e-07,5.17549438711722e-07,85,NA
"388585/54626/56998/57822/63950/1952/128344/7482/57216/23432/84976/10637/7044/89780/55130/1959/10718/3087/5076/56165/2018/60529/187/2348/57453/144165/94/5916/3229/3227/2735/121643/6910/1045/5100/6656/2290/652/5015/6495/51676/145258/54567/145788/8854/4091/7026/5046/79191/65009/2303/1856/84667/3975/6928/8557/3215/3213/3216/3218/3219/9241/8313/2302/220136/2528/718/10683/4909/343930/10736/25806/56603/344022/2019/2736/653275/55997/10716/4036/1745/1746/3239/3237/3236/3235/3234/4760/23314/8828/7855/7475/3549/2637/55502/6939/3170/9935/655/140628/6493/6899/7477/7476/6997/7474/5523/7545/8626/579/57619/658/80319/51176/5308/10252/6423/7092/9464/391723/50805/79192/10409/2668/2255/3670/10468/4762/7478/2246/1044/1482/4488/5460/134701/9096/2697/6862/3955/25928/3201/3204/3206/3207/57057/2737/23242/389549/6608/6469/2626/4824/2260/6422/2138/23462/58524/10655/27019/9355/8022/1046/92129/6998/7547","GO:0007389","pattern specification process","165/4017","475/18434",0.347368421052632,1.59407256004088,6.92399428484233,3.77673330211438e-11,6.34491194755215e-09,4.99036777551312e-09,165,NA
"388585/54626/56998/63950/1952/128344/7482/57216/23432/84976/10637/7044/89780/55130/1959/3087/5076/56165/2018/60529/187/2348/57453/144165/94/5916/3229/3227/2735/121643/1045/5100/6656/2290/652/5015/6495/51676/145258/54567/145788/8854/4091/7026/5046/79191/65009/2303/1856/84667/3975/6928/8557/3215/3213/3216/3218/3219/9241/8313/2302/220136/718/10683/4909/343930/10736/25806/56603/344022/2019/2736/653275/55997/10716/4036/1745/1746/3239/3237/3236/3235/3234/4760/8828/7855/3549/2637/55502/6939/3170/9935/140628/6899/7477/7476/6997/7474/5523/8626/579/658/80319/51176/5308/10252/6423/7092/9464/391723/79192/10409/2668/2255/3670/4762/7478/2246/1044/1482/4488/5460/134701/9096/2697/6862/3955/25928/3201/3204/3206/3207/57057/2737/23242/389549/6608/6469/2626/4824/2260/6422/23462/58524/10655/27019/9355/8022/1046/92129/6998/7547","GO:0003002","regionalization","152/4017","430/18434",0.353488372093023,1.62215699555957,6.89066588851816,5.18940667337847e-11,8.04757219502384e-09,6.32953542698982e-09,152,NA
"388585/56998/54361/4070/7482/183/5076/55366/282679/144165/8549/652/6495/51804/342184/30812/79191/9955/9953/3975/6928/65266/9241/6662/7040/10736/3237/7475/182/3976/7477/8842/79192/170690/2668/2246/7021/100133941/3207/2737/6608/6469/2138/793/9788/4435","GO:0061326","renal tubule development","46/4017","106/18434",0.433962264150943,1.99145142578006,5.40353929918948,5.07185882618791e-07,2.57769766225079e-05,2.02739761482027e-05,46,NA
"388585/56998/54361/4070/7482/183/5076/55366/282679/652/6495/51804/342184/30812/79191/9955/9953/3975/6928/65266/9241/6662/7040/10736/3237/7475/182/3976/7477/8842/79192/170690/2668/2246/7021/100133941/3207/2737/6608/6469/2138/793/9788/4435","GO:0072080","nephron tubule development","44/4017","101/18434",0.435643564356436,1.99916690698196,5.31487968110462,7.81936160867308e-07,3.66600767513603e-05,2.88336965398561e-05,44,NA
"388585/56998/54361/4070/7482/183/5076/55366/652/6495/51804/342184/30812/79191/9955/9953/3975/6928/65266/9241/6662/7040/10736/3237/7475/3976/79192/170690/2668/2246/3207/2737/6608/6469/2138/4435","GO:0072088","nephron epithelium morphogenesis","36/4017","80/18434",0.45,2.06504854368932,5.03918741660522,3.07288883185935e-06,0.000113322144238325,8.91295547572041e-05,36,NA
"388585/56998/54361/4070/7482/183/5076/55366/652/6495/51804/342184/30812/79191/9955/9953/3975/6928/65266/9241/6662/7040/10736/3237/7475/655/3976/79192/170690/2668/2246/3207/2737/6608/6469/2138/4435","GO:0072028","nephron morphogenesis","37/4017","82/18434",0.451219512195122,2.07064488120609,5.12887540633573,2.0785488774141e-06,8.38070907373365e-05,6.59155254528724e-05,37,NA
"388585/56998/54361/4070/7482/183/5076/55366/652/6495/51804/342184/30812/79191/9955/9953/3975/6928/65266/9241/6662/7040/10736/3237/7475/79192/170690/2668/2246/3207/2737/6608/6469/2138/4435","GO:0072078","nephron tubule morphogenesis","35/4017","78/18434",0.448717948717949,2.05916521450502,4.94804298816191,4.54205844708172e-06,0.000155199827615538,0.00012206697664206,35,NA
"388585/56998/54361/4070/7482/183/5076/55366/652/6495/51804/342184/9245/30812/79191/9955/9953/3975/6928/65266/9241/6662/2302/7040/10736/3237/7475/655/3976/7477/79192/170690/10409/2668/2255/2246/3207/2737/6608/6469/2138/793/2650/5613/4435","GO:0060993","kidney morphogenesis","45/4017","99/18434",0.454545454545455,2.0859076198882,5.71849175067573,1.3122258157294e-07,8.44291673779939e-06,6.64047979986693e-06,45,NA
"388585/56998/54361/4070/7482/183/5076/55366/8549/652/6495/51804/342184/30812/79191/9955/9953/3975/6928/65266/9241/6662/7040/10736/3237/7475/79192/170690/2668/2246/3207/2737/6608/6469/2138/9788/4435","GO:0061333","renal tubule morphogenesis","37/4017","83/18434",0.44578313253012,2.04569735251686,5.03995507474855,2.96768447813847e-06,0.000110113838796205,8.66061747284969e-05,37,NA
"388585/56998/54361/4070/7482/7827/183/5076/55366/282679/5800/1910/652/6495/51804/342184/30812/79191/2303/9955/9953/3975/6928/65266/9241/5175/6662/2302/4868/7040/10736/3237/7475/182/3976/7477/9370/8842/79192/170690/10409/2668/2246/23607/7021/100133941/3207/2737/9863/6608/5420/6469/2138/793/9788/4435","GO:0072009","nephron epithelium development","56/4017","124/18434",0.451612903225806,2.07245015137279,6.32492330167955,5.38388575033274e-09,5.1613200619669e-07,4.05945512392586e-07,56,NA
"388585/56998/54361/4070/7482/7827/183/5076/55366/282679/5800/1910/652/6495/51804/342184/4091/30812/79191/2303/9955/9953/3975/6928/65266/9241/5175/6662/2302/9244/4868/7040/6382/10736/4072/3237/7475/2043/182/655/3976/7477/5915/9370/8842/9353/10252/79192/170690/10409/2668/2246/23607/7021/2045/6492/100133941/3207/2737/9863/6608/5420/6469/2260/6422/2138/793/9788/4435","GO:0072073","kidney epithelium development","69/4017","155/18434",0.445161290322581,2.0428437206389,6.88208989701342,2.07625507494646e-10,2.92027690541306e-08,2.29684129343526e-08,69,NA
"388585/56998/54361/4070/7482/7827/183/51196/5076/55366/282679/80310/84623/5800/1910/652/6495/51804/342184/30812/79191/2303/9955/9953/3975/6928/65266/9241/5175/6662/2302/8710/4854/4868/7040/2828/10736/3237/7475/182/655/3976/7477/9370/8842/79192/170690/10409/2668/2246/23607/7021/100133941/3207/2737/9863/6608/5420/6469/2138/793/9788/7010/4435","GO:0072006","nephron development","64/4017","161/18434",0.397515527950311,1.82419747130596,5.54435164064421,1.81851381854953e-07,1.12228281373342e-05,8.82692153171356e-06,64,NA
"388585/57822/2810/2709/5453/4610/7062/388697/2312/388698/254910/353145/84648/353144/353143/353142/353141/353140/26239/353139/100129271/353137/353134/353133/353132/353131/448835/3713/163778/6698/6699/6703/6706/4014/6278/84283/1382/3918/5317/50604/3914/3664/8644/51806/55506/64072/643414/643418/1308/3784/10083/55366/60529/5920/51083/3846/5744/7480/3855/3887/3891/3890/3888/9119/3854/286887/3853/3852/112802/121391/140807/319101/3849/3848/374454/51350/3850/338785/3229/2735/8549/84189/1638/11166/29986/652/64919/3714/9333/646/204219/8399/1001/79152/239/247/242/59344/8456/124842/147183/342574/3858/3885/3881/3882/3866/3857/3861/3868/3872/10481/4804/1747/6662/79755/2627/1823/125981/3643/23581/388533/6820/4909/25818/43847/29841/56603/130120/5068/344167/3552/2736/8609/26154/80326/182/9935/337967/1294/7474/79413/1475/5948/5357/8626/9076/389207/2069/474/5308/23022/2255/10468/100127206/643226/4488/94234/1832/1041/7124/80736/3605/135228/4646/5454/25928/1687/3204/3624/1956/1364/6608/6469/26281/2260/2171/8323/360/117531/301/2304/9355/10555/286262/412","GO:0008544","epidermis development","186/4017","395/18434",0.470886075949367,2.16089467862849,12.3110931450282,1.92695099292444e-29,1.1654199605207e-25,9.16620161792162e-26,186,NA
"388585/595/94/10253/406902/6662/10736/130120/5068/3552/2487/182/8626/10252/2255/10468/4488/3204/857/6608/157848","GO:0030857","negative regulation of epithelial cell differentiation","21/4017","56/18434",0.375,1.72087378640777,2.85177725825823,0.0053775726717174,0.0416968711776241,0.0327952103960741,21,NA
"388585/63976/374946/2048/406928/114771/8995/7143/5629/89780/5309/11023/430/796/6833/2147/160364/3375/5744/144347/100533183/8408/23111/1910/652/8111/80031/56963/161882/1949/9423/26022/2064/9241/2302/1630/5802/339390/114770/10683/7040/634/6664/3398/56896/53335/3552/1745/1746/2487/4133/3549/4880/3635/9935/655/3956/6663/7476/7474/51208/9370/604/4825/6696/474/23240/9607/23105/406938/9856/7124/2045/7101/9444/3204/3624/2737/10234/5764/28959/55365/6469/6422/6591/4067/7274/4982/301/1620/9355/4168","GO:0010721","negative regulation of cell development","92/4017","285/18434",0.32280701754386,1.48136035882587,4.32292678397442,2.36045211115194e-05,0.000580266149181071,0.00045638797134316,92,NA
"388585/6886/63950/4070/64218/5076/57715/9965/2348/144165/6910/3651/1045/1910/11166/652/6495/10538/145258/80031/8854/30812/2303/6928/3861/9241/1636/6662/2627/1000/4072/4780/2487/8828/2335/80326/2637/6939/182/655/1908/6899/3976/6663/7476/7869/8626/8929/5308/6423/9464/2823/2668/3670/7478/406938/1482/4488/3720/2099/6862/55698/7291/3204/223117/8321/6608/5764/6469/3084/2260/6422/6591/7547","GO:0048863","stem cell differentiation","74/4017","256/18434",0.2890625,1.32650687702265,2.77683928151767,0.00432688794579,0.0347992264576302,0.0273701100602254,74,NA
"388585/7161/54626/22883/374946/7133/2048/400746/63950/23566/406928/339398/64218/1382/55811/7143/5629/89780/57165/22891/1959/5309/9148/11023/430/6833/2147/745/26011/1075/2915/387804/1813/5916/23316/8408/23111/5457/84189/26050/1638/2290/51199/23768/54567/3706/80031/8128/56963/30812/8140/57555/1949/84667/9423/7732/26022/9001/8153/3213/9241/1636/10458/1630/5802/10683/7040/6664/3398/56896/9378/53335/274/4036/1745/1746/4133/2335/23363/2043/5270/2637/55502/7052/655/1002/140578/7074/1826/3976/6663/1890/51738/7476/5915/22906/7474/6474/22865/22871/3556/9353/4825/5783/6696/474/51176/7424/391723/4131/23440/23105/406938/9856/7124/84630/27242/7162/2045/7101/4602/9444/2737/816/1956/5803/389549/6608/5764/2636/6469/4747/4067/23462/575/5789/158038/4915/1620/9355/4168/84631/5365","GO:0051960","regulation of nervous system development","143/4017","454/18434",0.314977973568282,1.44543290135865,5.07255603704309,7.49276561702542e-07,3.5965274961722e-05,2.82872245809005e-05,143,NA
"388585/7161/54626/374946/7133/2048/63950/23566/406928/1382/55811/7143/5629/89780/57165/22891/1959/5309/9148/11023/430/6833/2147/26011/2915/1813/23316/8408/23111/5457/1638/2290/51199/54567/3706/80031/56963/30812/8140/1949/84667/9423/7732/26022/9001/8153/3213/9241/1636/10458/1630/5802/10683/7040/6664/3398/56896/53335/274/4036/1745/1746/4133/2335/23363/2043/5270/55502/7052/655/1002/140578/7074/1826/3976/6663/7476/22906/7474/6474/9353/4825/6696/474/51176/7424/391723/4131/23440/23105/406938/9856/7124/84630/2045/7101/4602/9444/2737/816/1956/5803/389549/6608/5764/6469/4747/4067/23462/5789/4915/1620/9355/4168/5365","GO:0050767","regulation of neurogenesis","115/4017","372/18434",0.309139784946237,1.4186414726659,4.30568524344095,2.24041632735668e-05,0.000557614730364329,0.000438572292974869,115,NA
"388585/7161/55966/2810/4610/5317/50604/2658/55506/5076/5920/595/7480/94/3890/10253/652/1003/247/8456/3975/406902/55273/6662/2302/634/6820/29841/10736/130120/5068/3552/5624/2487/8609/26154/182/655/3976/79413/8626/8842/4825/1834/474/51176/10252/5618/2668/2255/10468/4488/7124/135228/100133941/3204/5054/857/6608/157848/360/5613","GO:0030856","regulation of epithelial cell differentiation","62/4017","174/18434",0.35632183908046,1.63515976639512,4.44343361347207,1.90494797241433e-05,0.000490260652645187,0.000385597307383667,62,NA
"388585/7161/56998/54361/4070/7482/3158/57216/7827/5629/183/1592/51196/5076/55366/8772/282679/80310/84623/5800/359/3227/317/4326/341640/1910/652/6495/51804/342184/26108/8854/9245/4091/64220/1512/30812/79191/2303/9955/9953/3975/6928/65266/9241/1636/5175/6662/2302/8710/4854/9244/4868/7040/2828/6664/4953/6382/10736/4072/56603/2736/4036/3237/7475/2043/182/655/3976/7380/7477/5915/7474/185/9370/8842/9353/10252/3248/79192/170690/10409/2668/2255/2246/6569/7020/5754/23607/7021/5314/2045/6492/100133941/168002/56913/3207/2737/1644/9863/6608/5420/231/6469/4824/2260/6422/2138/793/392255/3037/9788/7010/2650/445/5613/9104/4435","GO:0001822","kidney development","118/4017","325/18434",0.363076923076923,1.66615882499378,6.39563558029823,1.21253845192948e-09,1.30954152808384e-07,1.02997392185513e-07,118,NA
"388585/7161/56998/54361/4070/7482/3158/57216/7827/5629/183/1592/5950/51196/5076/2018/55366/8772/282679/80310/84623/5800/144165/359/3227/8549/317/4326/341640/1910/652/6495/51804/342184/26108/8854/9245/4091/64220/1512/30812/79191/2303/9955/9953/3975/6928/65266/9241/1636/5175/6662/2302/8710/4854/9244/4868/7040/2828/6664/4953/6382/10736/4072/56603/2736/4036/3237/7475/2043/182/655/3976/7380/7477/5915/7474/185/9370/8842/9353/10252/3248/79192/170690/10409/2668/2255/2246/6569/7020/5754/23607/7021/5314/9096/2045/6492/100133941/168002/56913/3207/2737/1644/9863/6608/5420/231/6469/4824/2260/6422/2138/793/392255/3037/9788/7010/2650/445/5613/9104/4435","GO:0072001","renal system development","123/4017","336/18434",0.366071428571429,1.67990060101711,6.63913118355022,2.99720270901711e-10,4.028240440919e-08,3.16827112094698e-08,123,NA
"388585/7161/57540/5909/4610/406928/4803/57795/6900/5629/89780/50674/81544/1910/2290/652/6495/64919/4058/6457/30812/51704/79191/147040/7732/6532/8851/4761/6662/53637/4854/6664/3398/238/53335/274/1745/1746/4760/182/8200/655/7074/6285/152330/22871/6657/604/8929/4825/474/6423/3670/4131/4762/406938/30012/1482/221336/7101/2737/375567/2056/4897/389549/6469/26281/2260/6422/2138/23462/392255/1620/55906/4674","GO:0045664","regulation of neuron differentiation","75/4017","195/18434",0.384615384615385,1.76499875529002,5.6687721416793,8.47428976089436e-08,5.82414823566921e-06,4.58077935759349e-06,75,NA
"388585/7161/7133/400746/5453/6886/4919/22911/6280/6279/4653/23418/6900/85414/57165/22891/1959/5076/5309/11023/664/3265/430/6833/2147/5795/745/1128/55107/26011/928/1272/2065/5787/6656/2290/4692/1464/30812/79152/8140/9423/7732/7448/8851/26022/2064/9241/6662/1000/7040/6664/3398/274/2840/4036/1745/1746/8941/2043/5270/92737/2817/128853/7074/3976/6663/4336/729230/2596/5028/6657/8929/2250/4825/474/51176/7424/2255/2908/406938/1812/7124/84630/27242/5454/7101/4602/57211/9444/2737/1956/5803/6608/5764/6469/4067/10397/4915/4920/2824/4693/5354","GO:0042063","gliogenesis","103/4017","348/18434",0.295977011494253,1.35823754789272,3.56123752104847,0.00035864926946985,0.00507988473478608,0.00399540502584557,103,NA
"388585/7161/7133/400746/5453/6886/4919/6280/6279/4653/23418/6900/85414/22891/1959/5076/11023/664/3265/2147/5795/745/55107/26011/1272/2065/6656/30812/79152/7732/7448/26022/2064/9241/6662/1000/7040/6664/3398/274/2840/1745/1746/2043/5270/92737/2817/128853/3976/6663/4336/2596/6657/8929/2250/4825/51176/2255/2908/1812/7124/84630/27242/5454/7101/57211/9444/2737/1956/5803/6608/5764/6469/4067/10397/4915/4920/2824/4693/5354","GO:0010001","glial cell differentiation","80/4017","259/18434",0.308880308880309,1.41745073783909,3.57132507830324,0.00038005346010413,0.00533309356545193,0.00419455754355981,80,NA
"388585/7161/7133/57165/22891/1959/5309/430/6833/2147/26011/30812/8140/9423/7732/26022/9241/7040/6664/3398/274/4036/1745/1746/5270/3976/6663/4825/474/7424/406938/7124/84630/7101/4602/9444/1956/5803/5764/6469/4067","GO:0014013","regulation of gliogenesis","41/4017","112/18434",0.366071428571429,1.67990060101711,3.80960085205467,0.000239049445542328,0.00364970775135085,0.00287054952108648,41,NA
